,User,Followers,user_id,Tweet,Retweet_Count,Location,Verified_Account,Retweet
1147,BosniaSarajevo,6509,112760496,"RT @DrLorenzoMeyer: El índice de democracia de The Economist, que considera al México de Calderón más democrático que el de AMLO, dice más,…",4083,Sarajevo,False,0
1148,germy666,581,58995630,"RT @HectorRossete: Perdón @AntonioAttolini si no eres México ¿Qué haces aquí? ¿Defender lo indefendible? 

Se llama violación de los derech…",236,"El Paso, TX",False,0
1149,ALHENA_MALFOY,225,39427443,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,México.D.F.,False,0
1150,jcpadilla95,3210,167137057,“Revelación” de AMLO sobre Loret podría ser delito: Barra Mexicana de Abogados - Proceso https://t.co/ULUBtU9nWV,1,"Chihuahua, chih. Mexico",False,0
1151,APO_Oaxaca,161,1472451599830335488,RT @ElUniversalOax: ⛔ Periodistas de #Oaxaca exigen alto a violencia; piden a AMLO que no use la conferencia mañanera como “hoguera” contra…,20,"Oaxaca, Oax.",False,0
1152,coca_rou,55,882081057280901120,@marioriestra Los errores cuestan y AMLO ya cometió demasiados,0,"Puebla, México",False,0
1153,marcedith_jr,1428,134307481,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,México,False,0
1154,bot0mar,72,3027188282,"RT @politicomx: Carlos Loret de Mola acusó que AMLO actualmente lo ""ha puesto en riesgo"", esto debido a que en la conferencia mañanera de h…",1295,SinCity,False,0
1155,FlordeCapomo_,1256,81232994,"Échenle ojo tantito, el pedo no es Loret. En Estados Unidos si puede ser de interés público la contratación de un periodista a una televisora y su sueldo. El pedo es la respuesta del presidente, ya no le pongan AMLO, EPN, Calderón, son las formas y los medios.",0,Dunder Mifflin ,False,0
1156,hectorvr9,2553,1965184801,"RT @chioreya: Ahora entienden el porqué de tantos ataques a nuestro AMLO de este HDP ! 🤮🤮🤮el gran negocio de ser un vulgar servil, traidor…",207,QRO,False,0
1157,IngridInTouch,854,1267800579197276162,"RT @diaz_manuel: Adoctrinamiento 4T

Al estilo fascista.

Desde que asumió el poder, AMLO ha buscado una reforma educativa para transformar…",247,"Distrito Federal, México",False,0
1158,SiggiBlendl,638,62576258,"RT @HectorRossete: Perdón @AntonioAttolini si no eres México ¿Qué haces aquí? ¿Defender lo indefendible? 

Se llama violación de los derech…",236,CDMX,False,0
1159,mndurbssns,2230,1310382683470655490,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,WMI☠,False,0
1160,hectorvr9,2553,1965184801,"RT @patyper: En lo que Carlos Loret de Mola va, AMLO ya fue, vino, recorrió el país y lo transformó.

Nadamas ganó este mercenario $35,200,…",416,QRO,False,0
1161,iojeda77,254,85665749,"RT @Marimendoza09: Quien se mete con Gatell se mete con AMLO y quien se mete en contra de ellos dos se mete con el pueblo de México 🇲🇽 
#To…",65,México DF,False,0
1162,Rabindranh,286,583504811,"RT @andreitav92: Lo que nos queda claro es el dineral qué hay tras el golpismo a AMLO en medios,en redes sociales. Hoy aparecen los bots co…",282,"Mexicaltzingo, México",False,0
1163,cabytar81,106,823629974234157057,RT @oprz82: AMLO quedó herido de Muerte por el descubrimiento de las #MansiondelBienestar eso le carcome por qué se le cayó el teatro de  d…,36,CDMX,False,0
1164,xtremeBato,1336,417551161,"RT @politicomx: Carlos Loret de Mola acusó que AMLO actualmente lo ""ha puesto en riesgo"", esto debido a que en la conferencia mañanera de h…",1295,Hermosilo,False,0
1165,erikgonzalezh,334,43118824,@elrafarifa Yo no defiendo lo que hizo amlo cabe aclarar. Pero jamás defenderé a alguien como Loret,0,"Paparu, papua, Indonesia",False,0
1166,AniluMontano,118,773543528802742272,"@MarthaTagle @SocCivilMx @CarlosLoret No van a dejar d hacerlo porque AMLO marca la agenda diaria, sean amlovers o haters",0,"Xalapa, Veracruz de Ignacio de la Llave",False,0
1167,yeyatiki20,172,3220902223,RT @Matador08640286: Farmacéuticas detrás de Loret de Mola y su oposición contra AMLO,255,Cdmx,False,0
1168,Mariano_MF1,1539,2265361730,Con una beca de los Rockefeller (en teoría los enemigos de su jefe político: AMLO) https://t.co/e7FIvIPIW1,0,Anywhere ,False,0
1169,RusellPau,508,1448448570336718854,"@username_namer @CarlosVZenteno La aprobación de amlo sigue intacta, 67% y subiendo :) @MorningConsult https://t.co/wiavMgXfv8",1,Estado de México,False,0
1170,Tamborilerooo,519,1301735138,RT @ExpansionMx: El sitio de noticias Latinus y la organización Mexicanos contra la Corrupción revelaron que el primogénito del presidente…,398,Por todas partes. ,False,0
1171,Nitzug4uno,1038,907417554616033282,"RT @patyper: Televisa, Latinus, radiopolis no van a negar que le dieron  todos esos millones a loretito? 
AMLO nunca miente !",45,Algún lugar de la Vía Láctea.,False,0
1172,marianacasaz,1908,100389424,RT @llantodeburgues: El hecho de que AMLO esté muy equivocado no es sinónimo de que Loret está en lo correcto ni mucho menos de que sea una…,6,México,False,0
1173,JuanC_GT,61,86404006,"RT @CarlosLoret: La casona del hijo de AMLO en Houston es como Odebrecth 2ª parte. Así lo denuncia el PAN: no son iguales, son peores. La e…",3654,DF,False,0
1174,ZeusHades7,349,1092865645987971072,RT @El_Universal_Mx: Carlos Loret de Mola acusa al presidente López Obrador de ponerlo en riesgo y de calumniarlo con datos falsos https://…,39,México,False,0
1175,Dr_Jeff6,19,1388624472794488833,"RT @ChicShion: Sí AMLO fuera un dictador Loret hace mucho estaría censurado y hasta preso, él sí ha cometido delitos graves, como el montaj…",556,CdMx,False,0
1176,BoxitoMerida,4361,45329095,"El presidente Manuel López pretende hacerle creer a los mexicanos que él “es mejor” porque gana menos que un reportero. Como siempre, amlo exhalta como virtud la mediocridad de “ganar menos” Versus “la maldad” de ganar más.  #TodosSomosLoret https://t.co/DaG9xb1BiG",0,"Mérida,Yucatán,México🇲🇽",False,0
1177,CHIVANEGRA2,3093,1177596913639493632,"RT @4BraveE: Dice @CarlosLoret que AMLO lo pone a él y su familia a merced de la delincuencia.

AMLO no hace eso, porque #loretmercenario y…",12,"Guadalajara, Jalisco",False,0
1178,JennyAstronauta,1457,843870307,"Puedo estar a favor o en contra de AMLO, pero eeeeeew; asco pensar que todos son Loret. No gracias, yo si fui a la universidad. https://t.co/ukJZyoZvCl",0,"Montréal, Québec",False,0
1179,asukax_dx,433,38241740,"RT @SimpsonitoMX: AMLO, usar el aparato del estado para intimidar a alguien por lacra que sea es muy malo, eso hasta yo lo sé. https://t.co…",531,Celaya/Querétaro,False,0
1180,pepe_tono_cdmx,251,483553777,"RT @ferbelaunzaran: La primera libertad es la de expresión.

El derecho a decir lo que el poder no quiere escuchar.

En México padecemos un…",56,Ciudad de Mexico,False,0
1181,arqcynthiabm,180,1301050477111578625,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,"Cuautitlán Izcalli, México",False,0
1182,cerda_gabriel,206,315182873,"RT @kenialopezr: ¡Checa esta gráfica!

Amlo el aspirante a DICTADOR está totalmente fuera de sus casillas.

¿Y saben por qué?

Porque no qu…",3373,"Distrito Federal, México",False,0
1183,remoalan,54,485316259,"RT @Miriam_Junne: Dicen que AMLO quiere comprar voluntades cuando hablan de las becas a estudiantes y adultos mayores, ¿Qué pretenden compr…",467,"mexico,d.f.",False,0
1184,FredyTer,210,370968097,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",695,Leondres,False,0
1185,meneses_anton,316,1114258234997596160,"RT @diaz_manuel: Adoctrinamiento 4T

Al estilo fascista.

Desde que asumió el poder, AMLO ha buscado una reforma educativa para transformar…",247,"Miguel Hidalgo, Distrito Feder",False,0
1186,J72444733,1,1474477403703586823,"@cserranoperez @alvaro_delgado Naaaaaaa.....no mms..!....el hijo de AMLO esta hasta las manitas de miércoles. Y el ""preciso"" ya no sabe como tapar la cloaca....desesp erado..!!",0,in your wet dreams...,False,0
1187,d0rtis,369,237030765,"RT @Heri_Martinez01: -Attolini: mi amlo no hizo una ilegalidad.
Podrá ser un golpe de censura, un delito, una ilegalidad pero nunca una est…",29,"Monterrey, México",False,0
1188,armandochencho,401,251474623,"RT @tesiture: Hoy nos vamos a dormir en un país en el que Loret es lo mismo que Aristegui y AMLO mató a un periodista en el Istmo.

¿Pa cuá…",15,"México, D.F",False,0
1189,C2Ceja,4956,952999802178097153,"RT @infobaemexico: 🔴 “Gana mucho más que yo"": AMLO expuso supuesto sueldo de @CarlosLoret, quien le contestó al presidente: “me pone en rie…",425,México,False,0
1190,SheepOnTheSpace,3508,1172077321458802688,"RT @Arouet_V: El 1 de diciembre la maquinaria del Estado montó una operación de acarreo para enaltecer a AMLO. Hoy, en Twitter, sin acarreo…",209,Wakanda,False,0
1191,Marquez5Robert,134,3224764346,"RT @PonchoGutz: Verlos extasiados y convencidos de  que por un spaces de 30k ya pusieron ""de rodillas al gobierno"" sólo demuestra que AMLO…",74,"Guadalajara, Jalisco",False,0
1192,marianacasaz,1908,100389424,RT @biciclotimia: Propongo una pelea de cuchillos entre Loret y AMLO mientras los apedreamos.,11,México,False,0
1193,InfoWARZ2021,694,1435903720236126216,"@laoctavadigital @lopezobrador_ @CarlosLoret @RloretdeM1 @RloretdeM1 @CarlosLoret @epigmenioibarra

Pregunto a Loret
Y?
A cómo los montajes con García Luna?
A cuanto las alabanzas a Calderón y a Peña?
Y por callar ante sus crímenes 
Y por los infomerciales de las reformas estructurales cuanto?
A cómo los libelos contra AMLO?",1,notisistema.com/radiometropoli,False,0
1194,CurlyKenobi,209,85635742,"RT @chioreya: Ahora entienden el porqué de tantos ataques a nuestro AMLO de este HDP ! 🤮🤮🤮el gran negocio de ser un vulgar servil, traidor…",207,"Guerrero, México",False,0
1195,1985_tysson,6,946117374,"RT @Reforma: #Entérate #AMLO violó el secreto fiscal al exhibir los ingresos de Carlos Loret, pues es el superior jerárquico del #SAT, que…",294,mexico df,False,0
1196,HectorRaulHurta,1220,328723185,"RT @lasillarota: ▶#VIDEO | ""El presidente está enfurecido, está fuera de sí""; así es como respondió @CarlosLoret a al presidente @lopezobra…",50,"Toluca, México",False,0
1197,mandohg,86,197061295,"RT @Fer_Caso: AMLO pretende que es igual de relevante la información sobre él que sobre Loret. 

No.

1- El sueldo de AMLO se paga con impu…",63,México,False,0
1198,Raful1964,572,84486983,"RT @Pajaropolitico: A través de una carta, accionistas de la petrolera Baker Hughes pidieron iniciar una investigación por un posible confl…",541,México,False,0
1199,Nitzug4uno,1038,907417554616033282,"RT @Miriam_Junne: Dicen que AMLO quiere comprar voluntades cuando hablan de las becas a estudiantes y adultos mayores, ¿Qué pretenden compr…",467,Algún lugar de la Vía Láctea.,False,0
1200,PPCarioca49,517,94910331,"RT @ninjaperuano: Record mundial de gente unida a un space al mismo tiempo.
Si el idiota estúpido imbécil de AMLO quería hacer historia, ya…",53,"Distrito Federal, México",False,0
1201,humbertoazul,46,130939267,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",695,guanajuato,False,0
1202,charly_oso,281,139921962,"RT @GlodeJo07: “El presidente está enfurecido y hoy demostró que quiere utilizar todo el peso del Estado, todo su inmenso poder, para ataca…",893,mexico d.f.,False,0
1203,C2Ceja,4956,952999802178097153,"RT @politicomx: Carlos Loret de Mola acusó que AMLO actualmente lo ""ha puesto en riesgo"", esto debido a que en la conferencia mañanera de h…",1295,México,False,0
1204,SantiagoMassa,138,224486794,RT @MXvsCORRUPCION: De 2019 (cuando el hijo de AMLO ocupó casa en Houston de ejecutivo de #BakerHughes) a 2021 los pagos a esa empresa crec…,290,Mexico,False,0
1205,Arkiteks,1603,35305027,"RT @vampipe: Si está de acuerdo con lo que hizo AMLO hoy:

🚩🚩🚩🚩🚩",1092,"iPhone: 16.745337,-93.087982",False,0
1206,ADRIVARGAS7,93,198382423,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",695,"Puebla, México",False,0
1207,mxmariel,2563,152774003,"RT @Bere543210: Honestamente creo que ya deberían ponerle un alto a #LordMontajes porque su disque periodismo ni es real, ni tiene fundamen…",176,México,False,0
1208,ponchotriate,1389,258913279,RT @Mar_LFlores: @GlodeJo07 Cuando más seguro estaba López Obrador de que nos tenía bajo su poder el país se le revirtió; el hijo de AMLO f…,6,Monterrey,False,0
1209,UrbisVeracruz,3358,1148648675771502592,¡Estalla Twitter en favor de @CarlosLoret! Más de 60 mil conectados en #TwitterSpaces rompen récord #TodosSomosLoretdeMola le quita la agenda al presidente AMLO https://t.co/JRLSvy7RLF,0,"Veracruz, Veracruz de Ignacio ",False,0
1210,Abraham_Rob91,927,1635951452,"RT @goliveros: Les ayudo:

Qué opinas de que AMLO haya violado leyes contra un particular con tal de distraer sobre el conflicto de interés…",42,"Zapopan, Jal. Méx.",False,0
1211,El_Universal_Mx,6463418,16676396,Carlos Loret de Mola acusa al presidente López Obrador de ponerlo en riesgo y de calumniarlo con datos falsos https://t.co/RsX7X6GWrc,39,Centro de la Ciudad de México,True,0
1212,CambiemosCuba,1637,1330333586369744896,"@ElaguilaC @laishawilkins AMLO = MALO. 😳😝 Una Mierda que vende México a #Cuba, La Rémora del Caribe.",0,"Ciudad Habana, Cuba",False,0
1213,SicutNaves,586,771960336387805185,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,"Tuxtla Gutiérrez, Chiapas",False,0
1214,masandox,2286,112643464,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,México,False,0
1215,MGM55756333,774,1104089562870108166,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,México,False,0
1216,BlancaGamezG,2776,218004476,"RT @leonugo: Así se ve la evolución de la calificación de México en el Índice de Democracia de @TheEIU desde Calderón hasta AMLO.

Nos habí…",314,"Chihuahua, Chih.",False,0
1217,JulesHabana,202,74489395,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,World wide,False,0
1218,CiprianoMarcia1,122,1376493213259755525,"@iPiccelina No Jaquie, no me digas que apoyas al ASNO, que diga AMLO",0,CDMX,False,0
1219,PikoroRivera,1594,1267200085189726208,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,Ciudad Juarez,False,0
1220,artistdiver,988,2352942769,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",695,Laguna Beach CA,False,0
1221,callmeardro,337,2748345340,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",695,"Tepatitlán de Morelos, Jalisco",False,0
1222,MrJohnPoe,102,588816028,‘Es que no lo dejan trabajar’. Si es fuera falso el reportaje ya lo habría desmontado al día siguiente; si estuvieran en algo ilegal ya hubiera precedido jurídicamente. Para los sectarios de AMLO siempre hay una sombra invisible que lastima a su amo y señor. https://t.co/TDsTY66msI,0,xxx,False,0
1223,luis1996uc,22,883753895918522369,"RT @vampipe: Si está de acuerdo con lo que hizo AMLO hoy:

🚩🚩🚩🚩🚩",1092,"Venustiano Carranza, Distrito",False,0
1224,Andrew79Mr,174,1201725021904748544,"RT @NachoRgz: La política es tiempo y circunstancia. Las traiciones de @LillyTellez o German Martínez pues sí duelen ahora, pero en 2018 es…",27,"Distrito Federal, México",False,0
1225,Kissmex75,794,437595067,"RT @maduros97: @MexiMost @AntonioAttolini @CarlosLoret @SocCivilMx Y lo puso de las dos únicas formas que se puede representar a AMLO, como…",2,Entre el cielo y el infierno.,False,0
1226,itsmarco710,24,523827069,RT @infobaemexico: 📹 Así fue como AMLO sugirió pausar las relaciones México-España: “No nos vean como tierra de conquista” 🔥 https://t.co/5…,47,mexico,False,0
1227,alexshawdee,49,70817762,RT @El_Universal_Mx: Lo que vimos hoy cruzó la frontera; AMLO puso a mi familia a merced de la delincuencia: Loret de Mola https://t.co/RsX…,328,México,False,0
1228,jcpadilla95,3210,167137057,AMLO anda de 'broncudo' y España dice que mantendrá siempre buena relación https://t.co/XwzZ6cDeMZ a través de @detonarealnews,0,"Chihuahua, chih. Mexico",False,0
1229,EurtTony,482,1439653958,"RT @AndreyGM_Online: Más de 52 mil gueyes hablando de AMLO‼️😎

El presidente López Obrador los tiene comiendo de su mano. https://t.co/6x8P…",9,"Querétaro, Querétarock !!.",False,0
1230,SheepOnTheSpace,3508,1172077321458802688,"RT @proceso: W Radio, The Washington Post y Latinus, medios en los que colabora Carlos Loret de Mola, criticaron el acto de intimidación y…",543,Wakanda,False,0
1231,Herek_Tor,563,161593395,"RT @latinus_us: INAI pide a servidores públicos respetar la ley ante difusión de datos personales de Loret por AMLO.
#Latinus #InformaciónP…",199,México,False,0
1232,CarolinaLenDzu1,194,1055895887837360128,RT @ViridianaPin: @AntonioAttolini Te dieron el micrófono en el space #TodosSomosLoret organizado por @SocCivilMx para que pudieras defende…,6,"Mérida, Yucatán",False,0
1233,fachozone,40,100380049,@Diegonymous @CarlosLoret Ya me confundí 🤪🤪NO todos somos Loret  y todos somos Loret. Le están tundiendo a AMLO 😱😱😱😱😱 esto es increíble jajajaja,0,Cdmx,False,0
1234,nancina85,74,2612986100,"RT @ANDROMACO64: López Obrador, rebajado de Presidente a “Aspirante a Dictador” por Loret de Mola.

Difícil contradecir a Loret. Un López d…",12,Mexico,False,0
1235,BenitoR10412421,52,1351693694500532227,"RT @neoliberalover: Si AMLO gana 2 millones 11 mil pesos al año, ¿Cuántos años con el sueldo de Andrés Manuel se necesitan para comprar la…",975,"Tlalpan, Distrito Federal",False,0
1236,THYSMARIS,109,192439371,"RT @latinus_us: En plena veda, AMLO continúa la propaganda de programas sociales; “son para el pueblo”, argumenta.
#Latinus #InformaciónPar…",116,MEXICO,False,0
1237,Perroni_XE1JRP,548,79732859,"RT @StratCons: No. AMLO no está “fortaleciendo el sistema de salud”.
1. #Desabasto de medicamentos
2. Eliminación del Seguro Popular
3. Ent…",104,México,False,0
1238,maricelaloa,263,62599653,"RT @jgnaredo: AMLO citando a León Tolstoi para reflexionar sobre el país. 

Así son las mañaneras. Y eso les enoja mucho a los de oposición…",572,México,False,0
1239,ORTEGAYASOC,12080,191138165,"Consideran que AMLO violó secreto fiscal - Vía @reforma
 https://t.co/guP37n1LvN",0,MEXICO,False,0
1240,Kissmex75,794,437595067,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,Entre el cielo y el infierno.,False,0
1241,lapinacb,683,160759173,"RT @latinus_us: Grupo de accionistas de Baker Hughes exigen a la petrolera investigar conflicto de interés por casas de hijo de AMLO.
#Lati…",688,planeta tierra,False,0
1242,Ludyzagars,266,161973160,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",695,CDMX,False,0
1243,lopezsaure,589,1084953401882865664,El ABC de la pausa de AMLO con España - Pie de Página https://t.co/WMGBbmJHjK,0,México,False,0
1244,alm11pat07,281,1478876706,"RT @patyper: Tip: los que hoy atacan a AMLO, son los mismos que quitaron a Trump. Se disfrazan pero son los mismos.",12,"Morelia, Michoacán de Ocampo",False,0
1245,InfoWARZ2021,694,1435903720236126216,"RT @Navegaciones: ""La integridad física de Loret está en peligro"".
Claro. Como cuado AMLO le golpeó la nariz con su rasho laser 🙄
https://t…",27,notisistema.com/radiometropoli,False,0
1246,guld_goa,148,79362563,"RT @proceso: “¡Qué cosa! Usar los datos de Hacienda para perseguir a un periodista. ¡Y además datos falsos, montos inflados! Dice que en 20…",1322,México,False,0
1247,_LucyRico_,218,101602901,"RT @HectorRossete: Perdón @AntonioAttolini si no eres México ¿Qué haces aquí? ¿Defender lo indefendible? 

Se llama violación de los derech…",236,En tu TL,False,0
1248,SoyJorgeAndres,341,82634433,Aquí vemos a un porrista bajarse del tren #Amlo más vale tarde que nunca 👇🏾 https://t.co/CEqIoTj9cW,0,satélite capital de México,False,0
1249,willis3313,5774,1048697570418151426,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",695,"Olímpica, Coyoacán",False,0
1250,Thecuy22,297,468089442,"Entren al space del Loret banda!!!

Está a punto de pedir micrófono Felipe Calderón para mentarle su madre al amlo",0,Ciudad de México - Minatitlán,False,0
1251,RamonHeras5,523,1448849124510609442,RT @Bibi35834420: @SinLinea_Mx Hace amlo exactamente lo que nos prometió. Con otro presidente ya no existirían.,1,Estado de México,False,0
1252,augustomalfavon,117,612173739,RT @HernanGomezB: El reportaje de @latinus_us y @MXvsCORRUPCION no acredita un conflicto de interés. El director de @Pemex ya dio una expli…,351,México City ,False,0
1253,MARIANNEMARIEN,261,189452252,"RT @epigmenioibarra: Pregunto a Loret
Y?
A cómo los montajes con García Luna?
A cuanto las alabanzas a Calderón y a Peña?
Y por callar ante…",2673,"GUADALAJARA, JAL, MEX.",False,0
1254,InfoWARZ2021,694,1435903720236126216,"@violetamg10078 @mxmariel @RloretdeM1 @CarlosLoret @epigmenioibarra

Pregunto a Loret
Y?
A cómo los montajes con García Luna?
A cuanto las alabanzas a Calderón y a Peña?
Y por callar ante sus crímenes 
Y por los infomerciales de las reformas estructurales cuanto?
A cómo los libelos contra AMLO? https://t.co/lDsA3RDzU1",1,notisistema.com/radiometropoli,False,0
1255,AXZO03,4955,3032075244,"RT @politicomx: Carlos Loret de Mola acusó que AMLO actualmente lo ""ha puesto en riesgo"", esto debido a que en la conferencia mañanera de h…",1295,"Distrito Federal, México",False,0
1256,Luis269808,12,1299841347185246208,"RT @soygusgus1: La respuesta de AMLO a Loret podemos verla desde distintos puntos: 

1. Son cifras reales, por lo que Loret puede tomar vía…",28,CDMX ,False,0
1257,pdmagua,1638,581316872,"RT @HectorRossete: Perdón @AntonioAttolini si no eres México ¿Qué haces aquí? ¿Defender lo indefendible? 

Se llama violación de los derech…",236,México,False,0
1258,evardilla,903,364858304,"RT @Les_IJU: Todo muy mal con AMLO y que cool el espacio, pero pues jamás de los jamás compartiría lucha con una LiL1 Téllez o Carlos Mota.",19,"Kawagoe-shi, Saitama",False,0
1259,pcseguridad,473,136015542,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,México DF,False,0
1260,ig_Soria,522,937489814366146561,@almarazkari @G__Farell Igual están hablando de cómo AMLO prefirió usar el aparato del Estado para señalar un periodista en lugar de hablar de los asesinatos de periodistas (sin decir que su divulgación es golpeteo político) o hablan de darse porras entre ustedes?,0,CDMX ,False,0
1261,MaRosaTapiaEc,761,138948987,"Aquí el reportaje de investigación que sacó de quicio a #Amlo “sus mensajes de promover la austeridad +no vacunas “

https://t.co/RlIsgXgBLd",0,Ecuador,False,0
1262,MCBV73911752,219,1486077821969645584,"RT @Vianeicita: Lo que más me gusta de AMLO es que no le tiembla la mano para enfrentar a los grupos de poder, pese a todas las criticas qu…",500,En algún lugar de un gran país,False,0
1263,AyashHammed,420,380224316,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,"Aguascalientes, México",False,0
1264,KarenBravoCln,521,184321927,"RT @nayaroldan: Esto 👇🏼

En Baker Hughes piden investigar conflicto de interés con hijo de AMLO https://t.co/WUUSy5Rh3Q",107,Donde se rompen las olas,False,0
1265,CaniBasut,6306,1147511741565341698,"Disfrutemos de nuevo de la cátedra de libertad de expresión y de derecho de réplica que hizo AMLO ayer en la mañanera, exhibiendo el dinero malhabido de #LordMontajes
Vaya madriza del Presidente, los dejó chillando todo el fin de semana. 😂😂😂😂😎
#TodosSomosAmlo https://t.co/NZaeKLzti3",14,Amlósfera,False,0
1266,leonardo1990,1445,20443899,"RT @nonalorehedzg03: La lucha de #AMLO no es un montaje, llegó con el respaldo de millones de mexicanos en una elección democrática y segui…",21,mexico df,False,0
1267,JskHurtado,86,1357839534,RT @AristeguiOnline: Loret de Mola responde a AMLO: “Está fuera de sí… Quiere callarme… a sus amenazas responderé con denuncias de todo aqu…,2528,polo Norte,False,0
1268,RTazabia,0,958073899677290497,RT @El_Universal_Mx: Lo que vimos hoy cruzó la frontera; AMLO puso a mi familia a merced de la delincuencia: Loret de Mola https://t.co/RsX…,328,"Reynosa, Tamaulipas",False,0
1269,martinrzo,280,1012448467,"#NoTodosSomosLoret Loret es un periodista nefasto, a la altura de Ciro, pero aún así lo que hizo AMLO es autoritario y es un delito.

https://t.co/kuaeB8hxuH",0,Tepic Nayarit México,False,0
1270,AyashHammed,420,380224316,"RT @Vianeicita: Lo que más me gusta de AMLO es que no le tiembla la mano para enfrentar a los grupos de poder, pese a todas las criticas qu…",500,"Aguascalientes, México",False,0
1271,ketzalc13,97,2817594908,"RT @Miriam_Junne: Dicen que AMLO quiere comprar voluntades cuando hablan de las becas a estudiantes y adultos mayores, ¿Qué pretenden compr…",467,Las Playdes,False,0
1272,Edgar16Prado,52,310506837,@DonVocero @GloriaAlvarez85 @AntonioAttolini Salió según el a defender a AMLO y el pendejo dijo que el presidente mintió con los datos en la mañana 🤔 no sé quién de gobierno se encargue de pagarle a este cabron pero denle unas cachetadas es un imbécil.,0,"Celaya, Guanajuato",False,0
1273,ChairaAnti,572,1191464290802454528,"RT @kenialopezr: ¡Checa esta gráfica!

Amlo el aspirante a DICTADOR está totalmente fuera de sus casillas.

¿Y saben por qué?

Porque no qu…",3373,República ANTI chairos,False,0
1274,marcedith_jr,1428,134307481,"@evamirandacoach @Hans2412 Si alguien ha demostrado templanza y moderación ante los ataques constantes de la oposición, es AMLO. Que se serenen todos aquellos que defienden al que gana más 35 mdp.",0,México,False,0
1275,adrisilos,67,183281746,RT @Arouet_V: Javier Hidalgo @Javier_Hidalgo miente. En realidad @TheEconomist afirma que México está al borde de la autocracia debido a lo…,1061,San Luis Potosí,False,0
1276,inmediatest,188,59612683,"RT @PFifiona: Cuando el gobierno mandó colgar las cabezas de los caudillos, en lugar de sepultar el movimiento independentista, hizo que se…",24,mexico,False,0
1277,alm11pat07,281,1478876706,"RT @patyper: Televisa, Latinus, radiopolis no van a negar que le dieron  todos esos millones a loretito? 
AMLO nunca miente !",45,"Morelia, Michoacán de Ocampo",False,0
1278,rubbistein,23196,413388210,"RT @Mike_Oviedo: Si AMLO fuera un “dictador”, ya hubieran despedido y cancelado los espacios en radio de Loret de Mola, como pasó en su mom…",707,In the Matrix,False,0
1279,mau_as89,221,303626656,"@ramnoctem @jgnaredo Lo importante aquí es que creen que esto se trata de popularidad… NOOOOOO esto se trata de un presidente que aceptó entrar a un pleito de tamaleras con unos periodistas.

NETA NADIE DE LOS PRO AMLO VE LO MAL QUE ESTÁ ESO?",0,"Zapopan, Jalisco",False,0
1280,CarolinaOn7,61,1006758774625873920,Oigan amlo ya me tiene harta.,0,En alguna parte del Universo,False,0
1281,PabloZheJe,177,249098497,"RT @ninjaperuano: Record mundial de gente unida a un space al mismo tiempo.
Si el idiota estúpido imbécil de AMLO quería hacer historia, ya…",53,"Guadalajara, Jalisco",False,0
